Cor/raça,Estado civil,Faixa etária,Gênero,Grau de instrução,UF,Quantidade de candidatos eleitos
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio completo,RO,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio completo,SC,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio completo,SP,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,ES,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,GO,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,MG,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,PR,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,RJ,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Ensino Médio incompleto,SP,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Lê e escreve,RJ,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,AM,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,AP,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,BA,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,CE,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,DF,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,ES,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,GO,1.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,MA,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,MG,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,MS,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,MT,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,PB,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,PI,1.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,PR,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,RJ,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,RN,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,RS,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,SC,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior completo,SP,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,AM,1.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,CE,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,MA,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,MG,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,SC,0.0
Branca,Casado(a),45 a 49 anos,Feminino,Superior incompleto,SP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,CE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,MG,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,MT,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,RJ,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,RS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental completo,SP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental incompleto,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental incompleto,RJ,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Fundamental incompleto,SP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,AL,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,AP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,BA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,CE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,ES,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,GO,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,MA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,MG,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,MS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,MT,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,PB,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,PE,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,RN,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,RR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,RS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,SC,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,SE,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio completo,SP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio incompleto,MG,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio incompleto,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio incompleto,RJ,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio incompleto,RS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Ensino Médio incompleto,SP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Lê e escreve,SP,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,AC,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,AL,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,AM,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,AP,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,BA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,CE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,DF,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,ES,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,GO,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,MA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,MG,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,MS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,MT,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,PA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,PB,2.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,PE,2.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,PI,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,RJ,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,RN,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,RO,1.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,RR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,RS,2.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,SC,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,SE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,SP,5.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior completo,TO,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,BA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,CE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,ES,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,MA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,MG,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,MS,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,MT,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,PA,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,PE,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,PR,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,RJ,0.0
Branca,Casado(a),45 a 49 anos,Masculino,Superior incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Fundamental completo,AL,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Fundamental completo,SC,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Fundamental completo,SP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Fundamental incompleto,RJ,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Fundamental incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,DF,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,ES,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,MA,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,MG,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,PA,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,PR,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,RN,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,RS,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,SC,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio completo,SP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Ensino Médio incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,AP,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,BA,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,DF,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,MA,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,MG,1.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,PA,1.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,PB,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,PE,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,PR,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,RJ,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,RO,1.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,RS,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,SC,1.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,SP,1.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior completo,TO,2.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior incompleto,DF,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior incompleto,ES,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior incompleto,RJ,0.0
Branca,Casado(a),50 a 54 anos,Feminino,Superior incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,AC,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,BA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,CE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,GO,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,MG,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,PA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,PE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,PR,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,RJ,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,RN,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,RS,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental completo,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,ES,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,GO,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,PR,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,RJ,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,RS,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,SC,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Fundamental incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,AM,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,CE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,ES,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,GO,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,MA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,MG,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,MS,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,MT,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,PE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,PR,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,RR,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,RS,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,SC,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio completo,TO,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,BA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,MG,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,MS,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,PR,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,RJ,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,SC,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Ensino Médio incompleto,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Lê e escreve,CE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Lê e escreve,SP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,AC,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,AP,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,BA,5.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,CE,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,DF,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,ES,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,GO,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,MA,2.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,MG,5.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,MS,3.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,MT,2.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,PA,2.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,PB,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,PE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,PI,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,PR,2.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,RJ,2.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,RN,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,RO,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,RS,4.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,SC,3.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,SE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,SP,6.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior completo,TO,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,BA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,CE,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,MA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,MG,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,MT,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,PA,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,PE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,PR,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,RJ,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,RN,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,RR,1.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,SE,0.0
Branca,Casado(a),50 a 54 anos,Masculino,Superior incompleto,SP,1.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental completo,RJ,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental completo,RS,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental completo,SP,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental incompleto,AP,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental incompleto,MA,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental incompleto,RJ,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Fundamental incompleto,SP,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,ES,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,MG,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,PB,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,PE,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,PR,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,RS,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio completo,SP,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio incompleto,MG,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Ensino Médio incompleto,PE,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,AP,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,BA,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,CE,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,GO,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,MA,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,MG,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,PB,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,PR,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,RJ,2.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,RO,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,RS,0.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior completo,SP,1.0
Branca,Casado(a),55 a 59 anos,Feminino,Superior incompleto,RS,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,BA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,MG,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,PA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,PR,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,RJ,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,RN,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,RS,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,SC,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental completo,SP,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,AL,1.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,MG,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,PA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,PR,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,RJ,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Fundamental incompleto,SP,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,AL,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,BA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,CE,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,ES,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,GO,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,MA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,MG,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,MS,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,MT,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,PA,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,PE,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,PR,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,RJ,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,RN,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,RO,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,RS,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,SC,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio completo,SP,1.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio incompleto,GO,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio incompleto,MG,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio incompleto,PR,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Ensino Médio incompleto,SP,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Lê e escreve,RS,0.0
Branca,Casado(a),55 a 59 anos,Masculino,Superior completo,AC,1.0
